	url	sentence	title	body	arbitration
16	https://stackoverflow.com/questions/4964484	Split on an empty string returns an array of size 1 : -CODE- .	"Why does ""split"" on an empty string return a non-empty array?"	Split on an empty string returns an array of size 1 : -CODE- . Consider that this returns empty array: -CODE- . Please explain :)	no
17	https://stackoverflow.com/questions/3047564	"Java synchronized method lock on object, or method?"	"Java synchronized method lock on object, or method?"	"If I have 2 synchronized methods in the same class, but each accessing different variables, can 2 threads access those 2 methods at the same time? Does the lock occur on the object, or does it get as specific as the variables inside the synchronized method? Example: -CODE- . Can 2 threads access the same instance of class X performing x.addA() and x.addB() at the same time?"	no
18	https://stackoverflow.com/questions/3047564	"Does the lock occur on the object, or does it get as specific as the variables inside the synchronized method?"	"Java synchronized method lock on object, or method?"	"If I have 2 synchronized methods in the same class, but each accessing different variables, can 2 threads access those 2 methods at the same time? Does the lock occur on the object, or does it get as specific as the variables inside the synchronized method? Example: -CODE- . Can 2 threads access the same instance of class X performing x.addA() and x.addB() at the same time?"	no
19	https://stackoverflow.com/questions/5193883	gives an error.	How do you specify a byte literal in Java?	If I have a method : -CODE- . how can I call it with a numeric argument without casting? -CODE- . gives an error.	no
20	https://stackoverflow.com/questions/14319787	What I'm trying to do is pass method displayInt to method myForEach using a method reference.	How to specify function types for void (not Void) methods in Java8?	"I'm playing around with Java 8 to find out how functions as first class citizens. I have the following snippet: -CODE- . What I'm trying to do is pass method displayInt to method myForEach using a method reference. To compiler produces the following error: -CODE- . The compiler complains that void cannot be converted to Void. I don't know how to specify the type of the function interface in the signature of myForEach such that the code compiles. I know I could simply change the return type of displayInt to Void and then return null. However, there may be situations where it's not possible to alter the method I want to pass somewhere else. Is there an easy way to reuse displayInt as it is?"	no
21	https://stackoverflow.com/questions/29262002	"The weird thing is that the line marked ""OK"" compiles fine, but the line marked ""Error"" fails."	Why does this Java 8 lambda fail to compile?	"The following Java code fails to compile: -CODE- . The compiler reports: -CODE- . The weird thing is that the line marked ""OK"" compiles fine, but the line marked ""Error"" fails. They seem essentially identical."	no
22	https://stackoverflow.com/questions/6029495	I want to generate random number in a specific range.	How can I generate random number in specific range in Android?	" -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?"	yes
23	https://stackoverflow.com/questions/6029495	"I try as per below code, but it is not very use full."	How can I generate random number in specific range in Android?	" -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?"	no
24	https://stackoverflow.com/questions/6029495	It also returns the value greater then	How can I generate random number in specific range in Android?	" -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?"	no
25	https://stackoverflow.com/questions/2638016	"I am trying to ""import existing project into workspace""."	"Why ""no projects found to import""?"	"I am trying to ""import existing project into workspace"". As the ""root directory"" I select the directory where all my .java (and .class) files are located. Eclipse writes me that ""no projects are found to import"". Why?"	no
26	https://stackoverflow.com/questions/6979796	1]I believe the code below result in the same output both when using yield() and when not using it.	"What are the main uses of yield(), and how does it differ from join() and interrupt()?"	"I am a little bit confused about the use of yield() method in Java, specifically in the example code below. I've also read that yield() is 'used to prevent execution of a thread'. My questions are: [1]I believe the code below result in the same output both when using yield() and when not using it. Is this correct?. [2]What are, in fact, the main uses of yield()?. [3]In what ways is yield() different from the join() and interrupt() methods?. The code example: -CODE- . I obtain the same output using the code above both with and without using yield(): -CODE- ."	no
27	https://stackoverflow.com/questions/6979796	The code example: -CODE- .	"What are the main uses of yield(), and how does it differ from join() and interrupt()?"	"I am a little bit confused about the use of yield() method in Java, specifically in the example code below. I've also read that yield() is 'used to prevent execution of a thread'. My questions are: [1]I believe the code below result in the same output both when using yield() and when not using it. Is this correct?. [2]What are, in fact, the main uses of yield()?. [3]In what ways is yield() different from the join() and interrupt() methods?. The code example: -CODE- . I obtain the same output using the code above both with and without using yield(): -CODE- ."	no
28	https://stackoverflow.com/questions/27787487	I get the same error.	Java verify void method calls n times with Mockito	"I'm trying to verify that a (void) method is being called inside of a DAO - I'm using a commit point that sends a list of results up to that point, resets the list and continues. Say I have 4 things in the list and I have a commit point of 1, I would expect the ""send"" method to be called 4 times. I can verify that the method gets called once by writing. Mockito.verify(mock).send() it passes.. but I want to verify the number of times it was called. I would think that. Mockito.verify(mock.send(), times(4)) would be sufficient, but it says the parameters are not correct for verify. Incidentally, if I change Mockito.verify(mock).send() to Mockito.verify(mock.send()) or Mockito.verify((mock).send()) I get the same error. Thoughts on this?"	no
29	https://stackoverflow.com/questions/2081005	What is .jspf file extension?	What is .jspf file extension? How to compile it?	"What are .jspf files in JSP? As I know the compiler will look for .jsp files to compile, then how are the .jspf files compiled?"	no
30	https://stackoverflow.com/questions/8896758	What is the use of setting an initial size if you can't access the space you allocated?	Initial size for the ArrayList	"You can set the initial size for an ArrayList by doing: -CODE- . However, you can't do: -CODE- . because it causes an out of bounds exception. What is the use of setting an initial size if you can't access the space you allocated? The add function is defined as add(int index, Object element) so I am not adding to index 10."	no
31	https://stackoverflow.com/questions/2572566	How does @Version annotation work in JPA?	Java - JPA - @Version annotation	How does @Version annotation work in JPA? I found various answers whose extract is as follows: -CODE- . But I am still not sure how it works. Also as from the following lines: -CODE- . Does it mean that we should declare our version field as final?	no
32	https://stackoverflow.com/questions/13386107	Is there any inbuilt function to remove an individual character of a String in java?	How to remove single character from a String	"For accessing individual characters of a String in Java, we have String.charAt(2). Is there any inbuilt function to remove an individual character of a String in java? Something like this: -CODE- ."	no
33	https://stackoverflow.com/questions/4964640	"I'm trying to read from a text/plain file over the internet, line-by-line."	Reading InputStream as UTF-8	"I'm trying to read from a text/plain file over the internet, line-by-line. The code I have right now is: -CODE- . The file, test.txt, contains Â¡HÃ©llÃ³!, which I am using in order to test the encoding. When I review the OutputStream (out), I see it as > Â¬Â°HâˆšÂ©llâˆšâ‰¥!. I don't believe this is a problem with the OutputStream since I can do out.println(""Ã©""); without problems. Any ideas for reading form the InputStream as UTF-8? Thanks!"	yes
34	https://stackoverflow.com/questions/4964640	The code I have right now is: -CODE- .	Reading InputStream as UTF-8	"I'm trying to read from a text/plain file over the internet, line-by-line. The code I have right now is: -CODE- . The file, test.txt, contains Â¡HÃ©llÃ³!, which I am using in order to test the encoding. When I review the OutputStream (out), I see it as > Â¬Â°HâˆšÂ©llâˆšâ‰¥!. I don't believe this is a problem with the OutputStream since I can do out.println(""Ã©""); without problems. Any ideas for reading form the InputStream as UTF-8? Thanks!"	no
35	https://stackoverflow.com/questions/4964640	"The file, test.txt, contains Â¡HÃ©llÃ³!, which I am using in order to test the encoding."	Reading InputStream as UTF-8	"I'm trying to read from a text/plain file over the internet, line-by-line. The code I have right now is: -CODE- . The file, test.txt, contains Â¡HÃ©llÃ³!, which I am using in order to test the encoding. When I review the OutputStream (out), I see it as > Â¬Â°HâˆšÂ©llâˆšâ‰¥!. I don't believe this is a problem with the OutputStream since I can do out.println(""Ã©""); without problems. Any ideas for reading form the InputStream as UTF-8? Thanks!"	no
36	https://stackoverflow.com/questions/868651	I'm trying to display tooltips in Java which may or may not be paragraph-length.	Multi-line tooltips in Java?	I'm trying to display tooltips in Java which may or may not be paragraph-length. How can I word-wrap long tooltips?	no
37	https://stackoverflow.com/questions/2883887	"In JPA 2, using a CriteriaQuery, how to count results"	"In JPA 2, using a CriteriaQuery, how to count results"	"I am rather new to JPA 2 and it's CriteriaBuilder / CriteriaQuery API: CriteriaQuery javadoc. CriteriaQuery in the Java EE 6 tutorial. I would like to count the results of a CriteriaQuery without actually retrieving them. Is that possible, I did not find any such method, the only way would be to do this: -CODE- . And that can't be the proper way to do it... Is there a solution?"	no
38	https://stackoverflow.com/questions/344380	"In java.util.Calendar, January is defined as month 0, not month 1."	Why is January month 0 in Java Calendar?	"In java.util.Calendar, January is defined as month 0, not month 1. Is there any specific reason to that ? I have seen many people getting confused about that..."	no
39	https://stackoverflow.com/questions/2163045	How to remove line breaks from a file in Java?	How to remove line breaks from a file in Java?	How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?	yes
40	https://stackoverflow.com/questions/2163045	How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)?	How to remove line breaks from a file in Java?	How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?	yes
41	https://stackoverflow.com/questions/2163045	but this doesn't seem to work.	How to remove line breaks from a file in Java?	How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?	no
42	https://stackoverflow.com/questions/3653996	gives : -CODE- .	How to parse a JSON string into JsonNode in Jackson?	"It should be so simple, but I just cannot find it after being trying for an hour #embarrasing. I need to get a JSON string, for example, {""k1"":v1,""k2"":v2}, parsed as a JsonNode. -CODE- . gives : -CODE- ."	no
43	https://stackoverflow.com/questions/2490737	I generated a web-service client using JBoss utils (JAX-WS compatible) using Eclipse 'web service client from a wsdl'.	How to change webservice url endpoint?	"I generated a web-service client using JBoss utils (JAX-WS compatible) using Eclipse 'web service client from a wsdl'. So, the only thing I provided was a url to a web-service WSDL. Now, the web service provider tells me to change the ""url of client endpoint application access"" of the web-service. What is it and how to change it?"	no
44	https://stackoverflow.com/questions/13386107	How to remove single character from a String	How to remove single character from a String	"For accessing individual characters of a String in Java, we have String.charAt(2). Is there any inbuilt function to remove an individual character of a String in java? Something like this: -CODE- ."	no
45	https://stackoverflow.com/questions/2654839	but it's not working.	Rounding a double to turn it into an int (java)	Right now I'm trying this: -CODE- . where n is a double but it's not working. What am I doing wrong?	no
46	https://stackoverflow.com/questions/1835430	I'm trying to read CSV files using Java.	Byte order mark screws up file reading in Java	"I'm trying to read CSV files using Java. Some of the files may have a byte order mark in the beginning, but not all. When present, the byte order gets read along with the rest of the first line, thus causing problems with string compares. Is there an easy way to skip the byte order mark when it is present? Thanks!"	no
47	https://stackoverflow.com/questions/4030928	Extract digits from a string in Java	Extract digits from a string in Java	"I have a Java String object. I need to extract only digits from it. I'll give an example: ""123-456-789"" I want ""123456789"" Is there a library function that extracts only digits? Thanks for the answers. Before I try these I need to know if I have to install any additional llibraries?"	no
48	https://stackoverflow.com/questions/28459498	It is however great example of the expressive power of lambda expression combined with stream operation.	Why are Java Streams once-off?	"Unlike C#'s IEnumerable, where an execution pipeline can be executed as many times as we want, in Java a stream can be 'iterated' only once. Any call to a terminal operation closes the stream, rendering it unusable. This 'feature' takes away a lot of power. I imagine the reason for this is not technical. What were the design considerations behind this strange restriction? Edit: in order to demonstrate what I am talking about, consider the following implementation of Quick-Sort in C#: -CODE- . Now to be sure, I am not advocating that this is a good implementation of quick sort! It is however great example of the expressive power of lambda expression combined with stream operation. And it can't be done in Java! I can't even ask a stream whether it is empty without rendering it unusable."	no
49	https://stackoverflow.com/questions/213506	What should I be using instead?	"java.net.URLEncoder.encode(String) is deprecated, what should I use instead?"	I get the following warning when using java.net.URLEncoder.encode: -CODE- . What should I be using instead?	no
50	https://stackoverflow.com/questions/3965446	how to read System environment variable in Spring applicationContext	how to read System environment variable in Spring applicationContext	How to read the system environment variable in the application context? I want something like : -CODE- . or: -CODE- . depending on the environement. Can I have something like this in my application Context? -CODE- . where the actual val is set based on the SYSTEM ENVIRONMENT VARIABLE. I'm using Spring 3.0.	no
51	https://stackoverflow.com/questions/3965446	I want something like : -CODE- .	how to read System environment variable in Spring applicationContext	How to read the system environment variable in the application context? I want something like : -CODE- . or: -CODE- . depending on the environement. Can I have something like this in my application Context? -CODE- . where the actual val is set based on the SYSTEM ENVIRONMENT VARIABLE. I'm using Spring 3.0.	no
52	https://stackoverflow.com/questions/819720	"A ton of code is generated, but I cannot use it."	No @XmlRootElement generated by JAXB	"I'm trying to generate Java classes from the FpML (Finanial Products Markup Language) version 4.5. A ton of code is generated, but I cannot use it. Trying to serialize a simple document I get this: -CODE- . In fact no classses have the @XmlRootElement annotation, so what can I be doing wrong?. I'm pointing xjc (JAXB 2.1) to fpml-main-4-5.xsd, which then includes all types."	no
53	https://stackoverflow.com/questions/1688099	The string is available by simply saying	Converting JSON data to Java object	I want to be able to access properties from a JSON string within my Java action method. The string is available by simply saying myJsonString = object.getJson(). Below is an example of what the string can look like: -CODE- . In this string every JSON object contains an array of other JSON objects. The intention is to extract a list of IDs where any given object possessing a group property that contains other JSON objects. I looked at Google's Gson as a potential JSON plugin. Can anyone offer some form of guidance as to how I can generate Java from this JSON string?	no
54	https://stackoverflow.com/questions/5440039	"I have tried .equals in addition to ==,"	Compare two Byte Arrays? (Java)	"I have a byte array with a ~known binary sequence in it. I need to confirm that the binary sequence is what it's supposed to be. I have tried .equals in addition to ==, but neither worked. -CODE- ."	no
55	https://stackoverflow.com/questions/5718575	How can I grab all query parameters in Jersey JaxRS?	How can I grab all query parameters in Jersey JaxRS?	I am building a generic web service and need to grab all the query parameters into one string for later parsing. How can I do this?	no
56	https://stackoverflow.com/questions/16089651	And here's how I convert it: -CODE- .	Jackson serialization: ignore empty values (or null)	"I'm currently using jackson 2.1.4 and I'm having some trouble ignoring fields when I'm converting an object to a JSON string. Here's my class which acts as the object to be converted: -CODE- . And here's how I convert it: -CODE- . Here's the output: -CODE- . How can I avoid those null values? I only want to take required information for the ""subscription"" purpose! Here's exactly the output that I'm looking for: -CODE- . I also tried @JsonInclude(Include.NON_NULL) and put all my variables to null, but it didn't work either! Thanks for your help guys!"	no
57	https://stackoverflow.com/questions/4228161	"Of course, I can do it manually with: -CODE- . .."	"Comparing arrays in JUnit assertions, concise built-in way?"	"Is there a concise, built-in way to do equals assertions on two like-typed arrays in JUnit? By default (at least in JUnit 4) it seems to do an instance compare on the array object itself. EG, doesn't work: -CODE- . Of course, I can do it manually with: -CODE- . ..but is there a better way?"	no
58	https://stackoverflow.com/questions/16089651	"I also tried @JsonInclude(Include.NON_NULL) and put all my variables to null, but it didn't work either!"	Jackson serialization: ignore empty values (or null)	"I'm currently using jackson 2.1.4 and I'm having some trouble ignoring fields when I'm converting an object to a JSON string. Here's my class which acts as the object to be converted: -CODE- . And here's how I convert it: -CODE- . Here's the output: -CODE- . How can I avoid those null values? I only want to take required information for the ""subscription"" purpose! Here's exactly the output that I'm looking for: -CODE- . I also tried @JsonInclude(Include.NON_NULL) and put all my variables to null, but it didn't work either! Thanks for your help guys!"	no
59	https://stackoverflow.com/questions/9863742	I've tried: -CODE- .	How to pass an ArrayList to a varargs method parameter?	"Basically I have an ArrayList of locations: -CODE- . below this I call the following method: -CODE- . the parameters in the getMap() method are: -CODE- . The problem I'm having is I'm not sure how to pass in the WHOLE list of locations into that method. I've tried: -CODE- . but getMap doesn't accept that because it doesn't accept Objects[]. Now if I use: -CODE- . it will work perfectly... but I need to somehow pass in ALL of the locations... I could of course make keep adding locations.get(1), locations.get(2) etc. but the size of the array varies. I'm just not use to the whole concept of an ArrayList. What would be the easiest way to go about this? I feel like I'm just not thinking straight right now."	no
60	https://stackoverflow.com/questions/9863742	Now if I use: -CODE- .	How to pass an ArrayList to a varargs method parameter?	"Basically I have an ArrayList of locations: -CODE- . below this I call the following method: -CODE- . the parameters in the getMap() method are: -CODE- . The problem I'm having is I'm not sure how to pass in the WHOLE list of locations into that method. I've tried: -CODE- . but getMap doesn't accept that because it doesn't accept Objects[]. Now if I use: -CODE- . it will work perfectly... but I need to somehow pass in ALL of the locations... I could of course make keep adding locations.get(1), locations.get(2) etc. but the size of the array varies. I'm just not use to the whole concept of an ArrayList. What would be the easiest way to go about this? I feel like I'm just not thinking straight right now."	no
61	https://stackoverflow.com/questions/9863742	it will work perfectly...	How to pass an ArrayList to a varargs method parameter?	"Basically I have an ArrayList of locations: -CODE- . below this I call the following method: -CODE- . the parameters in the getMap() method are: -CODE- . The problem I'm having is I'm not sure how to pass in the WHOLE list of locations into that method. I've tried: -CODE- . but getMap doesn't accept that because it doesn't accept Objects[]. Now if I use: -CODE- . it will work perfectly... but I need to somehow pass in ALL of the locations... I could of course make keep adding locations.get(1), locations.get(2) etc. but the size of the array varies. I'm just not use to the whole concept of an ArrayList. What would be the easiest way to go about this? I feel like I'm just not thinking straight right now."	no
62	https://stackoverflow.com/questions/9863742	but the size of the array varies.	How to pass an ArrayList to a varargs method parameter?	"Basically I have an ArrayList of locations: -CODE- . below this I call the following method: -CODE- . the parameters in the getMap() method are: -CODE- . The problem I'm having is I'm not sure how to pass in the WHOLE list of locations into that method. I've tried: -CODE- . but getMap doesn't accept that because it doesn't accept Objects[]. Now if I use: -CODE- . it will work perfectly... but I need to somehow pass in ALL of the locations... I could of course make keep adding locations.get(1), locations.get(2) etc. but the size of the array varies. I'm just not use to the whole concept of an ArrayList. What would be the easiest way to go about this? I feel like I'm just not thinking straight right now."	no
63	https://stackoverflow.com/questions/3490383	but one thing I'm annoyed by is the time it takes to compile programs.	Java compile speed vs Scala compile speed	"I've been programming in Scala for a while and I like it but one thing I'm annoyed by is the time it takes to compile programs. It's seems like a small thing but with Java I could make small changes to my program, click the run button in netbeans, and BOOM, it's running, and over time compiling in scala seems to consume a lot of time. I hear that with many large projects a scripting language becomes very important because of the time compiling takes, a need that I didn't see arising when I was using Java. But I'm coming from Java which as I understand it, is faster than any other compiled language, and is fast because of the reasons I switched to Scala(It's a very simple language). So I wanted to ask, can I make Scala compile faster and will scalac ever be as fast as javac."	no
64	https://stackoverflow.com/questions/22463062	"I have date and time as string (e.g. ""2014-04-08 12:30"")."	How to parse/format dates with LocalDateTime? (Java 8)	"Java 8 added a new java.time API for working with dates and times (JSR 310). I have date and time as string (e.g. ""2014-04-08 12:30""). How can I obtain a LocalDateTime instance from the given string? After I finished working with the LocalDateTime object: How can I then convert the LocalDateTime instance back to a string with the same format as shown above?"	no
65	https://stackoverflow.com/questions/5063266	: Class names are only accepted if annotation processing is explicitly requested	javac error: Class names are only accepted if annotation processing is explicitly requested	I get this error when I compile my java program: -CODE- . Here is the java code (I'm running this on Ubuntu). -CODE- . Here is the javac command: -CODE- . How do I compile this program?	no
66	https://stackoverflow.com/questions/2654839	Right now I'm trying this: -CODE- .	Rounding a double to turn it into an int (java)	Right now I'm trying this: -CODE- . where n is a double but it's not working. What am I doing wrong?	no
67	https://stackoverflow.com/questions/3179136	I will first clear the table : -CODE- .	JTable How to refresh table model after insert delete or update the data.	This is my jTable : -CODE- . I will call this method to retrieve the data from database and put it into table model: -CODE- . Currently I was using this method to refresh the table after updating the table data. I will first clear the table : -CODE- . and then restructure the table model again so it will refresh the jTable. But I was thinking is there any best practices or better way to do that?	no
68	https://stackoverflow.com/questions/9732761	"When the activity is initialized, the Android keyboard is shown."	Prevent the keyboard from displaying on activity start	"I have an activity with an Edit Text input. When the activity is initialized, the Android keyboard is shown. How can the keyboard remain hidden until the user focuses the input?"	no
69	https://stackoverflow.com/questions/23069370	Format a date using the new date time API	Format a date using the new date time API	"I was playing with the new date time API but when running this: -CODE- . It throws: -CODE- . When looking at the source code of the LocalDate class, I see: -CODE- . As it described in the doc: -CODE- . And all these letters are defined. So why DateTimeFormatter.ofPattern doesn't allow us to use some pattern letters?"	no
70	https://stackoverflow.com/questions/17973970	I've tried both the example in Oracle's Java Tutorials.	How to solve java.lang.NoClassDefFoundError?	"I've tried both the example in Oracle's Java Tutorials. They both compile fine, but at run-time, both come up with this error: -CODE- . I think I might have the Main.java file in the wrong folder. Here is the directory hierarchy: -CODE- . And here is Main.java: -CODE- . What am I doing wrong here? UPDATE. After I put put the Main class into the graphics package (I added package graphics; to it), set the classpath to ""_test"" (folder containing graphics), compiled it, and ran it using java graphics.Main (from the command line), it worked. Really late UPDATE #2. I wasn't using Eclipse (just Notepad++ and the JDK), and the above update solved my problem. However, it seems that many of these answers are for Eclipse and IntelliJ, but they have similar concepts."	no
71	https://stackoverflow.com/questions/12583638	When is the @JsonProperty property used and what is it used for?	When is the @JsonProperty property used and what is it used for?	This bean 'State' : -CODE- . is sent over the wire using the ajax ' success' callback : -CODE- . Is the annotation @JsonProperty required here ? What is the advantage of using it ? I think I can remove this annotation without causing any side effects. Reading about this annotion on https://github.com/FasterXML/jackson-annotations/wiki/Jackson-Annotations I don't know when this is required to be used ?	no
72	https://stackoverflow.com/questions/12583638	is sent over the wire using the ajax ' success' callback : -CODE- .	When is the @JsonProperty property used and what is it used for?	This bean 'State' : -CODE- . is sent over the wire using the ajax ' success' callback : -CODE- . Is the annotation @JsonProperty required here ? What is the advantage of using it ? I think I can remove this annotation without causing any side effects. Reading about this annotion on https://github.com/FasterXML/jackson-annotations/wiki/Jackson-Annotations I don't know when this is required to be used ?	no
73	https://stackoverflow.com/questions/12583638	I think I can remove this annotation without causing any side effects.	When is the @JsonProperty property used and what is it used for?	This bean 'State' : -CODE- . is sent over the wire using the ajax ' success' callback : -CODE- . Is the annotation @JsonProperty required here ? What is the advantage of using it ? I think I can remove this annotation without causing any side effects. Reading about this annotion on https://github.com/FasterXML/jackson-annotations/wiki/Jackson-Annotations I don't know when this is required to be used ?	no
